process_id,process_name,process_description,industry,department,repetition_level,rule_based_decision_level,structured_data_level,exception_rate,process_stability,manual_data_entry_level,system_count,handoff_count,human_judgement_level,compliance_risk_level,customer_impact_level,volume_level,time_sensitivity,data_quality_level,automation_suitability_score,automation_recommendation,implementation_complexity,business_value_potential
P0143,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Manufacturing,IT,5,5,5,1,5,5,4,1,3,4,3,3,1,5,100,RPA,Medium,Medium
P0144,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Telecommunications,Student Services,4,4,3,1,4,3,1,4,1,3,1,5,2,5,100,RPA,Low,Medium
P0145,Employee onboarding,"Collect employee details, verify documents, create accounts, send welcome communication, update HR system",Finance,Compliance,5,3,4,5,1,3,2,1,3,4,1,3,4,4,100,AI Agent,Medium,Medium
P0146,Insurance claim review,"Receive claim, extract documents, assess policy coverage, investigate exceptions, approve or reject claim",Insurance,Procurement,1,1,3,3,5,5,4,3,3,3,2,1,4,5,93,Intelligent Document Processing,Medium,Medium
P0147,Purchase order approval,"Receive purchase request, check budget, validate supplier, route approval, issue purchase order",Education,Operations,4,4,2,4,4,3,5,1,3,5,1,4,1,2,93,RPA,High,Low
P0148,Student enquiry triage,"Receive enquiry, classify category, retrieve student record, provide response or escalate",Government,Claims,4,3,1,4,3,2,5,2,4,3,1,1,2,5,61,AI Copilot,High,Low
P0149,Contract review,"Receive contract, review clauses, identify legal risk, negotiate changes, obtain signoff",Education,Compliance,5,3,2,4,4,2,5,5,5,5,4,3,1,1,66,Human-Assisted Automation,High,Medium
P0150,Expense reimbursement,"Receive expense claim, check policy rules, validate receipt, approve payment, update finance system",Finance,Procurement,4,4,4,3,5,5,2,4,3,1,3,5,3,5,100,Intelligent Document Processing,Medium,High
P0151,Password reset,"Receive access request, verify identity, reset password, notify user, close ticket",Insurance,Sales,4,5,4,2,4,5,2,5,2,4,4,3,4,2,100,RPA,Medium,High
P0152,Password reset,"Receive access request, verify identity, reset password, notify user, close ticket",Manufacturing,Operations,4,4,2,1,5,3,5,2,2,1,3,5,3,5,100,RPA,Low,Medium
P0153,Invoice processing,"Receive invoice, validate supplier details, match purchase order, enter details into ERP, route exceptions for approval",Logistics,HR,5,5,2,5,5,4,3,4,3,3,3,4,2,4,100,Intelligent Document Processing,High,Medium
P0154,Invoice processing,"Receive invoice, validate supplier details, match purchase order, enter details into ERP, route exceptions for approval",Insurance,Claims,5,5,2,2,5,4,5,3,3,1,3,3,3,4,100,Intelligent Document Processing,Medium,Medium
P0155,Invoice processing,"Receive invoice, validate supplier details, match purchase order, enter details into ERP, route exceptions for approval",Logistics,Finance,4,4,2,3,3,4,3,5,3,2,4,5,1,3,100,Intelligent Document Processing,Medium,Medium
P0156,Inventory replenishment,"Check stock level, forecast demand, create replenishment order, notify warehouse",Telecommunications,Sales,4,4,2,5,3,4,2,3,2,4,1,5,5,4,100,Workflow Automation,Medium,High
P0157,Regulatory reporting,"Collect transaction data, validate calculations, prepare report, obtain compliance review, submit to regulator",Government,Finance,5,3,3,4,1,4,3,5,3,4,4,2,2,2,100,Workflow Automation,High,Medium
P0158,KYC verification,"Collect identity documents, verify data, check sanctions list, escalate suspicious cases",Education,Customer Service,1,2,2,4,5,4,4,5,3,5,2,4,2,5,80,Intelligent Document Processing,High,Medium
P0159,Contract review,"Receive contract, review clauses, identify legal risk, negotiate changes, obtain signoff",Healthcare,Customer Service,3,5,1,5,2,4,1,4,5,5,3,2,1,1,52,Human-Assisted Automation,High,Medium
P0160,Employee onboarding,"Collect employee details, verify documents, create accounts, send welcome communication, update HR system",Education,Finance,3,1,3,5,2,5,3,4,3,5,5,4,5,1,87,AI Agent,High,High
P0161,IT incident routing,"Receive incident, classify priority, assign resolver group, monitor SLA, close ticket",Logistics,Customer Service,5,4,4,5,5,3,2,4,1,5,5,5,4,5,100,RPA,Medium,High
P0162,Regulatory reporting,"Collect transaction data, validate calculations, prepare report, obtain compliance review, submit to regulator",Education,Operations,3,4,1,4,2,3,5,2,5,3,2,2,4,1,55,AI Copilot,High,Medium
P0163,Employee onboarding,"Collect employee details, verify documents, create accounts, send welcome communication, update HR system",Finance,Customer Service,3,5,2,4,4,4,5,2,4,1,4,4,5,1,100,AI Copilot,Medium,High
P0164,Invoice processing,"Receive invoice, validate supplier details, match purchase order, enter details into ERP, route exceptions for approval",Manufacturing,Student Services,5,4,4,2,5,4,3,4,1,1,3,3,3,3,100,Intelligent Document Processing,Low,Medium
P0165,Regulatory reporting,"Collect transaction data, validate calculations, prepare report, obtain compliance review, submit to regulator",Banking,Compliance,2,1,2,4,4,5,4,1,4,4,1,4,2,4,66,Human-Assisted Automation,Medium,Medium
P0166,Contract review,"Receive contract, review clauses, identify legal risk, negotiate changes, obtain signoff",Banking,Claims,4,3,2,3,1,4,2,3,4,4,4,5,4,2,100,Human-Assisted Automation,Medium,High
P0167,Regulatory reporting,"Collect transaction data, validate calculations, prepare report, obtain compliance review, submit to regulator",Education,Student Services,1,5,1,3,3,1,4,1,3,5,2,3,3,5,69,RPA,Medium,Low
P0168,Purchase order approval,"Receive purchase request, check budget, validate supplier, route approval, issue purchase order",Government,Procurement,5,4,1,1,3,4,2,1,1,5,1,5,3,5,100,RPA,Low,Medium
P0169,Invoice processing,"Receive invoice, validate supplier details, match purchase order, enter details into ERP, route exceptions for approval",Healthcare,Compliance,4,4,3,5,5,5,3,2,1,4,3,5,2,4,100,Intelligent Document Processing,Medium,High
P0170,Invoice processing,"Receive invoice, validate supplier details, match purchase order, enter details into ERP, route exceptions for approval",Retail,Finance,4,5,4,4,3,5,3,5,2,4,3,3,4,2,100,Intelligent Document Processing,High,High
P0171,Contract review,"Receive contract, review clauses, identify legal risk, negotiate changes, obtain signoff",Banking,IT,1,2,5,5,3,2,1,3,4,3,3,1,3,2,51,AI Copilot,Medium,Low
P0172,Expense reimbursement,"Receive expense claim, check policy rules, validate receipt, approve payment, update finance system",Retail,Customer Service,4,5,3,2,3,5,5,4,2,1,3,3,2,3,100,Intelligent Document Processing,Medium,Medium
P0173,Purchase order approval,"Receive purchase request, check budget, validate supplier, route approval, issue purchase order",Healthcare,Compliance,5,5,3,2,4,4,1,1,3,4,5,5,3,4,100,RPA,Low,High
P0174,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Government,IT,5,4,2,2,4,4,1,3,3,3,1,4,1,1,100,Workflow Automation,Medium,Medium
P0175,Regulatory reporting,"Collect transaction data, validate calculations, prepare report, obtain compliance review, submit to regulator",Retail,IT,5,2,5,3,4,3,2,5,5,4,3,5,1,3,100,Human-Assisted Automation,High,Medium
P0176,Student enquiry triage,"Receive enquiry, classify category, retrieve student record, provide response or escalate",Insurance,Claims,1,5,3,3,2,5,1,5,3,5,4,1,2,4,93,Workflow Automation,Medium,Medium
P0177,KYC verification,"Collect identity documents, verify data, check sanctions list, escalate suspicious cases",Logistics,Claims,4,5,3,5,4,5,4,1,3,4,3,1,1,3,100,Intelligent Document Processing,Medium,Medium
P0178,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Telecommunications,Compliance,4,5,5,1,3,3,3,3,3,5,1,3,5,3,100,Workflow Automation,Medium,Medium
P0179,Sales lead qualification,"Receive lead, check company details, score fit, assign to salesperson, update CRM",Education,IT,1,4,5,2,5,2,3,3,2,1,3,4,4,3,100,Workflow Automation,Low,Medium
P0180,KYC verification,"Collect identity documents, verify data, check sanctions list, escalate suspicious cases",Telecommunications,HR,5,5,2,4,2,4,1,4,3,5,1,4,2,2,100,Intelligent Document Processing,Medium,Medium
P0181,Customer complaint handling,"Receive complaint, review customer history, investigate issue, decide resolution, respond to customer",Healthcare,Procurement,5,4,3,5,4,3,2,4,5,4,4,1,3,2,100,Human-Assisted Automation,High,Medium
P0182,Purchase order approval,"Receive purchase request, check budget, validate supplier, route approval, issue purchase order",Insurance,Operations,4,5,3,5,5,3,2,4,2,1,4,3,1,5,100,RPA,Medium,Medium
P0183,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Education,Sales,4,5,2,5,5,4,4,1,2,2,4,5,1,5,100,RPA,Medium,Medium
P0184,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Insurance,Sales,4,5,5,1,3,4,2,2,1,2,4,4,4,1,100,RPA,Low,High
P0185,Employee onboarding,"Collect employee details, verify documents, create accounts, send welcome communication, update HR system",Finance,Customer Service,3,4,3,2,5,3,1,4,3,5,5,1,2,1,100,Workflow Automation,Medium,Medium
P0186,Password reset,"Receive access request, verify identity, reset password, notify user, close ticket",Government,Customer Service,5,5,4,2,3,4,4,5,1,3,3,4,3,5,100,RPA,Medium,Medium
P0187,Password reset,"Receive access request, verify identity, reset password, notify user, close ticket",Retail,Claims,4,5,2,4,3,3,2,3,2,5,2,4,5,4,100,Workflow Automation,Medium,Medium
P0188,Inventory replenishment,"Check stock level, forecast demand, create replenishment order, notify warehouse",Manufacturing,Finance,5,4,1,2,3,5,1,4,2,3,2,5,2,5,100,Workflow Automation,Medium,Medium
P0189,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Manufacturing,Claims,5,4,4,3,3,4,1,5,1,1,2,3,1,3,100,RPA,Low,Medium
P0190,Contract review,"Receive contract, review clauses, identify legal risk, negotiate changes, obtain signoff",Finance,Customer Service,1,1,5,4,1,1,4,3,5,4,4,1,4,5,33,Human-Assisted Automation,High,Medium
P0191,Sales lead qualification,"Receive lead, check company details, score fit, assign to salesperson, update CRM",Retail,HR,5,3,5,3,3,5,4,1,4,5,2,1,5,5,100,Human-Assisted Automation,Medium,Medium
P0192,Inventory replenishment,"Check stock level, forecast demand, create replenishment order, notify warehouse",Healthcare,Finance,4,5,3,5,3,4,1,4,2,5,2,4,1,1,100,RPA,Medium,Medium
P0193,Student enquiry triage,"Receive enquiry, classify category, retrieve student record, provide response or escalate",Government,IT,5,3,3,3,3,1,2,3,5,2,1,4,4,1,95,AI Copilot,Medium,Medium
P0194,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Retail,Student Services,5,4,1,3,3,5,1,4,2,4,2,4,3,5,100,Workflow Automation,Medium,Medium
P0195,Inventory replenishment,"Check stock level, forecast demand, create replenishment order, notify warehouse",Finance,Finance,4,5,3,2,3,4,3,5,3,2,3,5,3,3,100,Workflow Automation,Medium,High
P0196,Contract review,"Receive contract, review clauses, identify legal risk, negotiate changes, obtain signoff",Government,Compliance,2,4,2,3,2,2,2,1,4,5,4,5,3,3,89,Human-Assisted Automation,Medium,Medium
P0197,Insurance claim review,"Receive claim, extract documents, assess policy coverage, investigate exceptions, approve or reject claim",Insurance,Sales,2,3,3,3,3,5,3,5,5,5,2,2,3,5,79,Human-Assisted Automation,High,Medium
P0198,Student enquiry triage,"Receive enquiry, classify category, retrieve student record, provide response or escalate",Retail,HR,2,2,3,5,2,1,3,1,2,1,2,4,2,4,70,AI Agent,Medium,Low
P0199,Student enquiry triage,"Receive enquiry, classify category, retrieve student record, provide response or escalate",Manufacturing,IT,3,4,2,4,2,2,2,5,1,5,4,2,4,4,97,Workflow Automation,Medium,Medium
P0200,Employee onboarding,"Collect employee details, verify documents, create accounts, send welcome communication, update HR system",Insurance,Customer Service,4,3,4,1,4,1,4,3,2,1,1,5,3,5,100,Workflow Automation,Low,Medium
P0201,Customer complaint handling,"Receive complaint, review customer history, investigate issue, decide resolution, respond to customer",Education,HR,3,1,3,4,5,5,1,5,3,4,3,4,2,5,100,AI Agent,Medium,Medium
P0202,Invoice processing,"Receive invoice, validate supplier details, match purchase order, enter details into ERP, route exceptions for approval",Manufacturing,Claims,5,5,4,5,3,5,3,4,3,2,4,4,4,1,100,Intelligent Document Processing,Medium,High
P0203,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Government,Sales,4,5,1,4,5,4,3,4,3,1,1,5,2,1,100,Workflow Automation,Medium,Medium
P0204,Regulatory reporting,"Collect transaction data, validate calculations, prepare report, obtain compliance review, submit to regulator",Education,Customer Service,5,1,4,4,5,5,2,5,5,3,1,3,2,2,100,AI Copilot,High,Medium
P0205,Contract review,"Receive contract, review clauses, identify legal risk, negotiate changes, obtain signoff",Healthcare,IT,4,2,1,3,3,4,2,5,3,4,3,5,1,3,100,Workflow Automation,Medium,Medium
P0206,Employee onboarding,"Collect employee details, verify documents, create accounts, send welcome communication, update HR system",Telecommunications,Compliance,2,1,2,5,1,4,5,5,2,1,1,2,4,4,44,AI Agent,High,Medium
P0207,Regulatory reporting,"Collect transaction data, validate calculations, prepare report, obtain compliance review, submit to regulator",Healthcare,IT,1,5,2,4,3,3,4,5,4,5,1,5,2,3,67,Human-Assisted Automation,High,Medium
P0208,IT incident routing,"Receive incident, classify priority, assign resolver group, monitor SLA, close ticket",Finance,IT,4,5,1,2,4,5,3,2,2,2,5,5,2,4,100,RPA,Low,High
P0209,Employee onboarding,"Collect employee details, verify documents, create accounts, send welcome communication, update HR system",Telecommunications,Claims,3,2,1,4,4,5,1,4,4,2,4,5,5,5,100,AI Copilot,Medium,High
P0210,Inventory replenishment,"Check stock level, forecast demand, create replenishment order, notify warehouse",Manufacturing,Claims,5,5,4,2,4,5,3,1,3,2,2,4,2,2,100,RPA,Low,Medium
P0211,Refund processing,"Receive refund request, check eligibility, calculate refund, process payment, notify customer",Telecommunications,Sales,5,5,2,3,4,4,1,4,1,4,5,4,3,4,100,Workflow Automation,Medium,High
P0212,Password reset,"Receive access request, verify identity, reset password, notify user, close ticket",Logistics,Customer Service,4,4,3,2,3,4,5,1,1,2,2,5,2,2,100,RPA,Low,Medium
P0213,Student enquiry triage,"Receive enquiry, classify category, retrieve student record, provide response or escalate",Finance,Sales,4,1,1,2,1,3,1,5,5,5,1,2,5,2,38,Human-Assisted Automation,High,Medium
P0214,Employee onboarding,"Collect employee details, verify documents, create accounts, send welcome communication, update HR system",Manufacturing,IT,2,5,2,4,5,5,4,5,3,3,3,2,4,1,100,Workflow Automation,High,Medium
